otu_id,Phylum,Class,Order,Family,Genus,Species
OTU18951,NA,NA,NA,NA,NA,NA
OTU18954,NA,NA,NA,NA,NA,NA
OTU18971,NA,NA,NA,NA,NA,NA
OTU19046,NA,NA,NA,NA,NA,NA
OTU19083,NA,NA,NA,NA,NA,NA
OTU19092,NA,NA,NA,NA,NA,NA
OTU19105,NA,NA,NA,NA,NA,NA
OTU19131,NA,NA,NA,NA,NA,NA
OTU19140,NA,NA,NA,NA,NA,NA
OTU19146,Arthropoda,Insecta,Diptera,Pediciidae,Pedicia,Pedicia littoralis
OTU19156,NA,NA,NA,NA,NA,NA
OTU19163,NA,NA,NA,NA,NA,NA
OTU19185,NA,NA,NA,NA,NA,NA
OTU19208,NA,NA,NA,NA,NA,NA
OTU19209,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia brevispina
OTU19213,NA,NA,NA,NA,NA,NA
OTU19261,NA,NA,NA,NA,NA,NA
OTU19271,NA,NA,NA,NA,NA,NA
OTU19276,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU19295,Arthropoda,Insecta,NA,NA,NA,NA
OTU19341,NA,NA,NA,NA,NA,NA
OTU19376,NA,NA,NA,NA,NA,NA
OTU19418,NA,NA,NA,NA,NA,NA
OTU19449,NA,NA,NA,NA,NA,NA
OTU19493,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius microps
OTU19512,NA,NA,NA,NA,NA,NA
OTU19619,NA,NA,NA,NA,NA,NA
OTU19643,NA,NA,NA,NA,NA,NA
OTU19644,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus annulator
OTU19671,NA,NA,NA,NA,NA,NA
OTU19678,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea ferruginea
OTU19688,NA,NA,NA,NA,NA,NA
OTU19698,NA,NA,NA,NA,NA,NA
OTU19714,NA,NA,NA,NA,NA,NA
OTU19718,NA,NA,NA,NA,NA,NA
OTU19719,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,NA
OTU19727,NA,NA,NA,NA,NA,NA
OTU19773,NA,NA,NA,NA,NA,NA
OTU19801,NA,NA,NA,NA,NA,NA
OTU19813,NA,NA,NA,NA,NA,NA
OTU19814,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus lactescens
OTU19822,NA,NA,NA,NA,NA,NA
OTU19849,NA,NA,NA,NA,NA,NA
OTU19873,NA,NA,NA,NA,NA,NA
OTU19894,NA,NA,NA,NA,NA,NA
OTU19903,NA,NA,NA,NA,NA,NA
OTU19906,NA,NA,NA,NA,NA,NA
OTU19923,NA,NA,NA,NA,NA,NA
OTU19952,NA,NA,NA,NA,NA,NA
OTU19953,NA,NA,NA,NA,NA,NA
OTU19992,Arthropoda,Insecta,Coleoptera,Trogidae,Trox,Trox scaber
OTU19999,NA,NA,NA,NA,NA,NA
OTU20013,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,NA
OTU20018,NA,NA,NA,NA,NA,NA
OTU20069,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,NA
OTU20118,NA,NA,NA,NA,NA,NA
OTU20121,NA,NA,NA,NA,NA,NA
OTU20123,NA,NA,NA,NA,NA,NA
OTU20155,NA,NA,NA,NA,NA,NA
OTU20170,NA,NA,NA,NA,NA,NA
OTU20175,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum albicorne
OTU20250,Arthropoda,NA,NA,NA,NA,NA
OTU20263,NA,NA,NA,NA,NA,NA
OTU20278,NA,NA,NA,NA,NA,NA
OTU20288,NA,NA,NA,NA,NA,NA
OTU20306,NA,NA,NA,NA,NA,NA
OTU20339,NA,NA,NA,NA,NA,NA
OTU20344,NA,NA,NA,NA,NA,NA
OTU20361,NA,NA,NA,NA,NA,NA
OTU20387,NA,NA,NA,NA,NA,NA
OTU20395,NA,NA,NA,NA,NA,NA
OTU20413,Arthropoda,Insecta,Coleoptera,Elmidae,Limnius,Limnius perrisi
OTU20432,Arthropoda,Insecta,NA,NA,NA,NA
OTU20436,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus marmoratus
OTU20449,NA,NA,NA,NA,NA,NA
OTU20470,NA,NA,NA,NA,NA,NA
OTU20500,Arthropoda,Arachnida,Mesostigmata,Parasitidae,Pergamasus,Pergamasus misellus
OTU20532,NA,NA,NA,NA,NA,NA
OTU20533,Arthropoda,Insecta,NA,NA,NA,NA
OTU20615,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,Octolasion cyaneum
OTU20647,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus occultus
OTU20684,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,NA
OTU20699,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,NA
OTU20720,NA,NA,NA,NA,NA,NA
OTU20726,NA,NA,NA,NA,NA,NA
OTU20738,NA,NA,NA,NA,NA,NA
OTU20750,Annelida,Clitellata,NA,NA,NA,NA
OTU20783,NA,NA,NA,NA,NA,NA
OTU20784,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles maculipennis
OTU20792,NA,NA,NA,NA,NA,NA
OTU20845,Arthropoda,Insecta,Diptera,Pipunculidae,Cephalops,NA
OTU20850,NA,NA,NA,NA,NA,NA
OTU20867,NA,NA,NA,NA,NA,NA
OTU20884,NA,NA,NA,NA,NA,NA
OTU20916,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus fuscipes
OTU20919,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,Octolasion cyaneum
OTU20967,Arthropoda,Insecta,NA,NA,NA,NA
OTU20996,NA,NA,NA,NA,NA,NA
OTU20999,NA,NA,NA,NA,NA,NA
OTU21002,NA,NA,NA,NA,NA,NA
OTU21009,Arthropoda,Insecta,Diptera,Chironomidae,Synendotendipes,Synendotendipes impar
OTU21015,NA,NA,NA,NA,NA,NA
OTU21076,Arthropoda,Insecta,Lepidoptera,Tortricidae,unclassified,NA
OTU21083,Arthropoda,Insecta,NA,NA,NA,NA
OTU21089,NA,NA,NA,NA,NA,NA
OTU21092,NA,NA,NA,NA,NA,NA
OTU21094,NA,NA,NA,NA,NA,NA
OTU21114,NA,NA,NA,NA,NA,NA
OTU21116,NA,NA,NA,NA,NA,NA
OTU21119,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius microps
OTU21138,NA,NA,NA,NA,NA,NA
OTU21155,NA,NA,NA,NA,NA,NA
OTU21167,Arthropoda,Insecta,NA,NA,NA,NA
OTU21175,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,NA
OTU21179,NA,NA,NA,NA,NA,NA
OTU21188,Arthropoda,Insecta,Diptera,Syrphidae,Meliscaeva,Meliscaeva auricollis
OTU21209,NA,NA,NA,NA,NA,NA
OTU21214,NA,NA,NA,NA,NA,NA
OTU21237,NA,NA,NA,NA,NA,NA
OTU21240,NA,NA,NA,NA,NA,NA
OTU21248,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA
OTU21277,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda alternata
OTU21298,Arthropoda,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius microps
OTU21304,NA,NA,NA,NA,NA,NA
OTU21307,NA,NA,NA,NA,NA,NA
OTU21319,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia brevispina
OTU21323,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,Bezzia solstitialis
OTU21359,NA,NA,NA,NA,NA,NA
OTU21368,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,Allolobophora chlorotica
OTU21382,NA,NA,NA,NA,NA,NA
OTU21425,NA,NA,NA,NA,NA,NA
OTU21460,NA,NA,NA,NA,NA,NA
OTU21461,NA,NA,NA,NA,NA,NA
OTU21464,NA,NA,NA,NA,NA,NA
OTU21480,NA,NA,NA,NA,NA,NA
OTU21487,NA,NA,NA,NA,NA,NA
OTU21516,NA,NA,NA,NA,NA,NA
OTU21530,NA,NA,NA,NA,NA,NA
OTU21531,Arthropoda,Insecta,NA,NA,NA,NA
OTU21535,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus nebulosus
OTU21539,NA,NA,NA,NA,NA,NA
OTU21551,NA,NA,NA,NA,NA,NA
OTU21561,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,Nanocladius rectinervis
OTU21581,NA,NA,NA,NA,NA,NA
OTU21593,NA,NA,NA,NA,NA,NA
OTU21606,NA,NA,NA,NA,NA,NA
OTU21628,NA,NA,NA,NA,NA,NA
OTU21635,NA,NA,NA,NA,NA,NA
OTU21652,NA,NA,NA,NA,NA,NA
OTU21662,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Daphnia longispina
OTU21682,Arthropoda,Insecta,Coleoptera,Elmidae,Limnius,Limnius perrisi
OTU21716,NA,NA,NA,NA,NA,NA
OTU21765,NA,NA,NA,NA,NA,NA
OTU21774,Arthropoda,NA,NA,NA,NA,NA
OTU21803,Arthropoda,Insecta,Diptera,Phoridae,Metopina,Metopina galeata
OTU21810,NA,NA,NA,NA,NA,NA
OTU21832,NA,NA,NA,NA,NA,NA
OTU21843,NA,NA,NA,NA,NA,NA
OTU21844,NA,NA,NA,NA,NA,NA
OTU21845,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA
OTU21897,NA,NA,NA,NA,NA,NA
OTU21911,NA,NA,NA,NA,NA,NA
OTU21920,Arthropoda,Insecta,NA,NA,NA,NA
OTU21934,NA,NA,NA,NA,NA,NA
OTU21951,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Hyloniscus,Hyloniscus riparius
OTU21955,NA,NA,NA,NA,NA,NA
OTU21978,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Pseudosinella,Pseudosinella alba
OTU21989,NA,NA,NA,NA,NA,NA
OTU22009,NA,NA,NA,NA,NA,NA
OTU22013,NA,NA,NA,NA,NA,NA
OTU22039,NA,NA,NA,NA,NA,NA
OTU22071,NA,NA,NA,NA,NA,NA
OTU22084,NA,NA,NA,NA,NA,NA
OTU22087,NA,NA,NA,NA,NA,NA
OTU22103,NA,NA,NA,NA,NA,NA
OTU22109,NA,NA,NA,NA,NA,NA
OTU22137,NA,NA,NA,NA,NA,NA
OTU22152,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU22155,NA,NA,NA,NA,NA,NA
OTU22157,NA,NA,NA,NA,NA,NA
OTU22205,NA,NA,NA,NA,NA,NA
OTU22218,NA,NA,NA,NA,NA,NA
OTU22229,NA,NA,NA,NA,NA,NA
OTU22236,NA,NA,NA,NA,NA,NA
OTU22243,NA,NA,NA,NA,NA,NA
OTU22251,NA,NA,NA,NA,NA,NA
OTU22254,NA,NA,NA,NA,NA,NA
OTU22284,NA,NA,NA,NA,NA,NA
OTU22287,Arthropoda,Ostracoda,Podocopida,Candonidae,Candonopsis,Candonopsis kingsleii
OTU22295,Arthropoda,Insecta,Diptera,Stratiomyidae,Microchrysa,NA
OTU22316,Arthropoda,NA,NA,NA,NA,NA
OTU22329,NA,NA,NA,NA,NA,NA
OTU22343,NA,NA,NA,NA,NA,NA
OTU22344,NA,NA,NA,NA,NA,NA
OTU22356,NA,NA,NA,NA,NA,NA
OTU22364,NA,NA,NA,NA,NA,NA
OTU22375,NA,NA,NA,NA,NA,NA
OTU22388,Arthropoda,Arachnida,Mesostigmata,Ameroseiidae,Ameroseius,Ameroseius corbiculus
OTU22389,NA,NA,NA,NA,NA,NA
OTU22392,NA,NA,NA,NA,NA,NA
OTU22395,Arthropoda,Insecta,NA,NA,NA,NA
OTU22409,Arthropoda,Diplopoda,Chordeumatida,Chordeumatidae,Melogona,Melogona voigti
OTU22414,Arthropoda,Insecta,NA,NA,NA,NA
OTU22464,NA,NA,NA,NA,NA,NA
OTU22466,NA,NA,NA,NA,NA,NA
OTU22467,NA,NA,NA,NA,NA,NA
OTU22471,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,NA
OTU22494,NA,NA,NA,NA,NA,NA
OTU22495,NA,NA,NA,NA,NA,NA
OTU22516,NA,NA,NA,NA,NA,NA
OTU22531,Arthropoda,Insecta,Diptera,Stratiomyidae,Microchrysa,NA
OTU22542,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis luctuosa
OTU22549,NA,NA,NA,NA,NA,NA
OTU22557,NA,NA,NA,NA,NA,NA
OTU22576,Discosea,Flabellinia,order,Vannellidae,Vannella,NA
OTU22580,Arthropoda,Insecta,Trichoptera,Odontoceridae,Odontocerum,Odontocerum albicorne
OTU22598,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum scalaenum
OTU22608,NA,NA,NA,NA,NA,NA
OTU22610,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum albicorne
OTU22621,NA,NA,NA,NA,NA,NA
OTU22629,NA,NA,NA,NA,NA,NA
OTU22641,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea ferruginea
OTU22676,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus mendax
OTU22690,NA,NA,NA,NA,NA,NA
OTU22696,NA,NA,NA,NA,NA,NA
OTU22743,NA,NA,NA,NA,NA,NA
OTU22744,Arthropoda,Collembola,NA,NA,NA,NA
OTU22777,Discosea,Flabellinia,order,Vannellidae,Vannella,Vannella simplex
OTU22785,NA,NA,NA,NA,NA,NA
OTU22787,NA,NA,NA,NA,NA,NA
OTU22804,NA,NA,NA,NA,NA,NA
OTU22805,NA,NA,NA,NA,NA,NA
OTU22832,NA,NA,NA,NA,NA,NA
OTU22857,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus pulmonariae
OTU22867,Annelida,Clitellata,Tubificida,Naididae,Ilyodrilus,Ilyodrilus templetoni
OTU22872,NA,NA,NA,NA,NA,NA
OTU22884,Arthropoda,Diplopoda,Chordeumatida,Chordeumatidae,Melogona,Melogona voigti
OTU22975,NA,NA,NA,NA,NA,NA
OTU23011,NA,NA,NA,NA,NA,NA
OTU23014,NA,NA,NA,NA,NA,NA
OTU23019,NA,NA,NA,NA,NA,NA
OTU23027,Arthropoda,Ostracoda,Podocopida,Candonidae,Candonopsis,Candonopsis kingsleii
OTU23046,NA,NA,NA,NA,NA,NA
OTU23074,Discosea,Flabellinia,order,Vannellidae,Vannella,NA
OTU23075,NA,NA,NA,NA,NA,NA
OTU23134,Arthropoda,Insecta,Coleoptera,Carabidae,NA,NA
OTU23151,NA,NA,NA,NA,NA,NA
OTU23172,Arthropoda,Insecta,Diptera,Pipunculidae,Cephalops,NA
OTU23202,NA,NA,NA,NA,NA,NA
OTU23214,NA,NA,NA,NA,NA,NA
OTU23221,NA,NA,NA,NA,NA,NA
OTU23233,NA,NA,NA,NA,NA,NA
OTU23239,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA
OTU23263,Arthropoda,Insecta,NA,NA,NA,NA
OTU23274,NA,NA,NA,NA,NA,NA
OTU23287,NA,NA,NA,NA,NA,NA
OTU23311,NA,NA,NA,NA,NA,NA
OTU23320,NA,NA,NA,NA,NA,NA
OTU23338,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus occultus
OTU23340,Arthropoda,Insecta,NA,NA,NA,NA
OTU23363,NA,NA,NA,NA,NA,NA
OTU23387,NA,NA,NA,NA,NA,NA
OTU23445,Arthropoda,Insecta,Diptera,unclassified,NA,NA
OTU23475,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea nocturna
OTU23496,NA,NA,NA,NA,NA,NA
OTU23613,NA,NA,NA,NA,NA,NA
OTU23631,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cypha,Cypha longicornis
OTU23632,NA,NA,NA,NA,NA,NA
OTU23642,NA,NA,NA,NA,NA,NA
OTU23652,Arthropoda,Insecta,Diptera,Polleniidae,Pollenia,Pollenia rudis
OTU23660,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Folsomia,Folsomia candida
OTU23666,NA,NA,NA,NA,NA,NA
OTU23667,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus mendax
OTU23668,NA,NA,NA,NA,NA,NA
OTU23670,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,Campaea margaritaria
OTU23682,NA,NA,NA,NA,NA,NA
OTU23704,NA,NA,NA,NA,NA,NA
OTU23711,NA,NA,NA,NA,NA,NA
OTU23732,NA,NA,NA,NA,NA,NA
OTU23749,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,NA
OTU23812,NA,NA,NA,NA,NA,NA
OTU23833,NA,NA,NA,NA,NA,NA
OTU23864,NA,NA,NA,NA,NA,NA
OTU23874,NA,NA,NA,NA,NA,NA
OTU23883,NA,NA,NA,NA,NA,NA
OTU23924,Arthropoda,Insecta,Diptera,Muscidae,Limnophora,Limnophora riparia
OTU23943,NA,NA,NA,NA,NA,NA
OTU23946,NA,NA,NA,NA,NA,NA
OTU23958,NA,NA,NA,NA,NA,NA
OTU23993,NA,NA,NA,NA,NA,NA
OTU24006,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Chydorus,Chydorus sphaericus
OTU24029,Arthropoda,Insecta,NA,NA,NA,NA
OTU24057,NA,NA,NA,NA,NA,NA
OTU24066,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma,Hydrodroma despiciens
OTU24072,NA,NA,NA,NA,NA,NA
OTU24109,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles maculipennis
OTU24111,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lobrathium,Lobrathium multipunctum
OTU24116,NA,NA,NA,NA,NA,NA
OTU24160,NA,NA,NA,NA,NA,NA
OTU24162,NA,NA,NA,NA,NA,NA
OTU24213,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis luctuosa
OTU24236,NA,NA,NA,NA,NA,NA
OTU24263,Arthropoda,NA,NA,NA,NA,NA
OTU24283,NA,NA,NA,NA,NA,NA
OTU24322,NA,NA,NA,NA,NA,NA
OTU24358,NA,NA,NA,NA,NA,NA
OTU24361,NA,NA,NA,NA,NA,NA
OTU24373,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Micropsectra klinki
OTU24376,NA,NA,NA,NA,NA,NA
OTU24385,NA,NA,NA,NA,NA,NA
OTU24452,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus nebulosus
OTU24478,NA,NA,NA,NA,NA,NA
OTU24485,NA,NA,NA,NA,NA,NA
OTU24523,NA,NA,NA,NA,NA,NA
OTU24530,NA,NA,NA,NA,NA,NA
OTU24536,NA,NA,NA,NA,NA,NA
OTU24563,NA,NA,NA,NA,NA,NA
OTU24570,Arthropoda,Arachnida,Mesostigmata,Ameroseiidae,Ameroseius,Ameroseius corbiculus
OTU24584,NA,NA,NA,NA,NA,NA
OTU24621,NA,NA,NA,NA,NA,NA
OTU24626,NA,NA,NA,NA,NA,NA
OTU24641,Arthropoda,Insecta,Trichoptera,Limnephilidae,Melampophylax,Melampophylax melampus
OTU24662,NA,NA,NA,NA,NA,NA
OTU24683,NA,NA,NA,NA,NA,NA
OTU24707,NA,NA,NA,NA,NA,NA
OTU24778,NA,NA,NA,NA,NA,NA
OTU24784,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,NA
OTU24800,NA,NA,NA,NA,NA,NA
OTU24805,NA,NA,NA,NA,NA,NA
OTU24843,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus lactescens
OTU24856,NA,NA,NA,NA,NA,NA
OTU24868,Arthropoda,Insecta,Diptera,Lauxaniidae,Minettia,Minettia longipennis
OTU24872,NA,NA,NA,NA,NA,NA
OTU24874,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,Helochares lividus
OTU24888,NA,NA,NA,NA,NA,NA
OTU24969,NA,NA,NA,NA,NA,NA
OTU24978,NA,NA,NA,NA,NA,NA
OTU25022,NA,NA,NA,NA,NA,NA
OTU25059,NA,NA,NA,NA,NA,NA
OTU25117,NA,NA,NA,NA,NA,NA
OTU25132,NA,NA,NA,NA,NA,NA
OTU25143,NA,NA,NA,NA,NA,NA
OTU25159,NA,NA,NA,NA,NA,NA
OTU25170,NA,NA,NA,NA,NA,NA
OTU25198,NA,NA,NA,NA,NA,NA
OTU25216,NA,NA,NA,NA,NA,NA
OTU25227,Arthropoda,Insecta,Coleoptera,Curculionidae,Sciaphilus,Sciaphilus asperatus
OTU25269,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,Allolobophora chlorotica
OTU25309,NA,NA,NA,NA,NA,NA
OTU25331,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles maculipennis
OTU25351,NA,NA,NA,NA,NA,NA
OTU25353,NA,NA,NA,NA,NA,NA
OTU25375,NA,NA,NA,NA,NA,NA
OTU25397,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,NA
OTU25441,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,Platypalpus agilis
OTU25479,NA,NA,NA,NA,NA,NA
OTU25482,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Folsomia,Folsomia candida
OTU25490,NA,NA,NA,NA,NA,NA
OTU25494,NA,NA,NA,NA,NA,NA
OTU25532,NA,NA,NA,NA,NA,NA
OTU25537,NA,NA,NA,NA,NA,NA
OTU25544,NA,NA,NA,NA,NA,NA
OTU25558,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus,Otiorhynchus salicicola
OTU25580,NA,NA,NA,NA,NA,NA
OTU25585,NA,NA,NA,NA,NA,NA
OTU25617,NA,NA,NA,NA,NA,NA
OTU25622,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus fuscipes
OTU25668,NA,NA,NA,NA,NA,NA
OTU25716,Arthropoda,Insecta,Coleoptera,Dytiscidae,Rhantus,Rhantus suturalis
OTU25742,NA,NA,NA,NA,NA,NA
OTU25744,NA,NA,NA,NA,NA,NA
OTU25807,NA,NA,NA,NA,NA,NA
OTU25855,Arthropoda,Insecta,Diptera,Stratiomyidae,Microchrysa,NA
OTU25866,NA,NA,NA,NA,NA,NA
OTU25906,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula paludosa
OTU26021,Arthropoda,Insecta,Diptera,unclassified,NA,NA
OTU26063,NA,NA,NA,NA,NA,NA
OTU26091,NA,NA,NA,NA,NA,NA
OTU26132,Arthropoda,Insecta,Diptera,Syrphidae,Meliscaeva,Meliscaeva auricollis
OTU26226,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,NA
OTU26234,NA,NA,NA,NA,NA,NA
OTU26265,NA,NA,NA,NA,NA,NA
OTU26268,NA,NA,NA,NA,NA,NA
OTU26330,NA,NA,NA,NA,NA,NA
OTU26350,NA,NA,NA,NA,NA,NA
OTU26368,NA,NA,NA,NA,NA,NA
OTU26375,NA,NA,NA,NA,NA,NA
OTU26376,NA,NA,NA,NA,NA,NA
OTU26380,Arthropoda,Insecta,NA,NA,NA,NA
OTU26386,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,NA
OTU26391,Arthropoda,NA,NA,NA,NA,NA
OTU26400,Arthropoda,Arachnida,Mesostigmata,Parasitidae,Holoparasitus,Holoparasitus calcaratus
OTU26407,NA,NA,NA,NA,NA,NA
OTU26431,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Daphnia longispina
OTU26456,Annelida,Clitellata,Tubificida,Naididae,Ilyodrilus,Ilyodrilus templetoni
OTU26518,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Cyclops,Cyclops abyssorum
OTU26522,NA,NA,NA,NA,NA,NA
OTU26544,Arthropoda,Insecta,Coleoptera,Curculionidae,Sciaphilus,Sciaphilus asperatus
OTU26568,NA,NA,NA,NA,NA,NA
OTU26619,NA,NA,NA,NA,NA,NA
OTU26625,NA,NA,NA,NA,NA,NA
OTU26635,NA,NA,NA,NA,NA,NA
OTU26670,NA,NA,NA,NA,NA,NA
OTU26709,NA,NA,NA,NA,NA,NA
OTU26716,Arthropoda,Insecta,Coleoptera,Curculionidae,Sciaphilus,Sciaphilus asperatus
OTU26768,NA,NA,NA,NA,NA,NA
OTU26769,Arthropoda,Insecta,NA,NA,NA,NA
OTU26777,NA,NA,NA,NA,NA,NA
OTU26780,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,NA
OTU26798,NA,NA,NA,NA,NA,NA
OTU26802,NA,NA,NA,NA,NA,NA
OTU26805,NA,NA,NA,NA,NA,NA
OTU26807,NA,NA,NA,NA,NA,NA
OTU26809,NA,NA,NA,NA,NA,NA
OTU26831,NA,NA,NA,NA,NA,NA
OTU26876,NA,NA,NA,NA,NA,NA
OTU26895,NA,NA,NA,NA,NA,NA
OTU26929,NA,NA,NA,NA,NA,NA
OTU26941,NA,NA,NA,NA,NA,NA
OTU26942,NA,NA,NA,NA,NA,NA
OTU26967,Arthropoda,Arachnida,Mesostigmata,Parasitidae,Pergamasus,Pergamasus misellus
OTU26973,NA,NA,NA,NA,NA,NA
OTU26997,Arthropoda,Insecta,Diptera,Empididae,Empis,Empis caudatula
OTU27097,NA,NA,NA,NA,NA,NA
OTU27109,NA,NA,NA,NA,NA,NA
OTU27156,NA,NA,NA,NA,NA,NA
OTU27207,NA,NA,NA,NA,NA,NA
OTU27215,NA,NA,NA,NA,NA,NA
OTU27253,NA,NA,NA,NA,NA,NA
OTU27261,Arthropoda,Insecta,Coleoptera,Staphylinidae,Drusilla,Drusilla canaliculata
OTU27272,NA,NA,NA,NA,NA,NA
OTU27282,NA,NA,NA,NA,NA,NA
OTU27304,NA,NA,NA,NA,NA,NA
OTU27315,NA,NA,NA,NA,NA,NA
OTU27319,NA,NA,NA,NA,NA,NA
OTU27367,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,Amphinemura triangularis
OTU27379,NA,NA,NA,NA,NA,NA
OTU27405,NA,NA,NA,NA,NA,NA
OTU27408,NA,NA,NA,NA,NA,NA
OTU27423,NA,NA,NA,NA,NA,NA
OTU27435,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeon,Cloeon dipterum
OTU27444,NA,NA,NA,NA,NA,NA
OTU27453,NA,NA,NA,NA,NA,NA
OTU27456,NA,NA,NA,NA,NA,NA
OTU27462,Arthropoda,Insecta,Diptera,Limoniidae,Antocha,Antocha vitripennis
OTU27471,NA,NA,NA,NA,NA,NA
OTU27479,NA,NA,NA,NA,NA,NA
OTU27498,Arthropoda,Insecta,Coleoptera,Elmidae,Limnius,Limnius perrisi
OTU27526,NA,NA,NA,NA,NA,NA
OTU27556,NA,NA,NA,NA,NA,NA
OTU27567,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops luridus
OTU27574,Arthropoda,Insecta,Coleoptera,Dytiscidae,Cybister,Cybister lateralimarginalis
OTU27597,NA,NA,NA,NA,NA,NA
OTU27644,NA,NA,NA,NA,NA,NA
OTU27660,NA,NA,NA,NA,NA,NA
OTU27672,NA,NA,NA,NA,NA,NA
OTU27684,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,NA
OTU27728,NA,NA,NA,NA,NA,NA
OTU27732,NA,NA,NA,NA,NA,NA
OTU27735,Arthropoda,Insecta,Diptera,Sciaridae,Corynoptera,Corynoptera cursor
OTU27771,NA,NA,NA,NA,NA,NA
OTU27773,NA,NA,NA,NA,NA,NA
